pdf_filename,figure_filename,caption,plot_type,generated_annotation
058_2505.10202v1_VQ-Logits Compressing the Output Bottleneck of Large Language Models   via Vector Quantized Logits.pdf,058_2505.10202v1_Figure3.png,: Logit Speedup vs. $\codebooksize$.,Line Plot,"The plot illustrates the relationship between logit computation speedup and codebook size (K). The x-axis represents the codebook size (K), labeled as ""Codebook Size (K)"" with a linear scale, ranging from 512 to 8192, and tick labels are placed at intervals of 512. The y-axis represents the logit computation speedup (x), labeled as ""Logit Computation Speedup (x)"" with a linear scale, ranging from 0 to 10, with tick labels at intervals of 2. The plot features a single red line with square markers and a solid line style. The line starts at the upper left with a speedup of 10 at a codebook size of 512 and ends at the lower right with a speedup of 2 at a codebook size of 8192. Along the x-axis, the speedup decreases steadily with representative values showing 8 at 1024, 6 at 2048, 4 at 4096, reaching a minimum of 2 at the largest codebook size shown, 8192."
059_2505.15692v2_Thought-Augmented Policy Optimization Bridging External Guidance and   Internal Capabilities.pdf,059_2505.15692v2_Figure1.png,"Overall performance across five competition-level benchmarks (MATH-500, AIME 2024, AMC, OlmpiadBench, and Minerva Math). TAPO significantly outperforms existing RL methods, especially on the challenging AIME and AMC benchmark ($\uparrow$99$\%$ and $\uparrow$41$\%$  over GRPO).",Bar Chart,"The bar chart illustrates the accuracy percentages of different models tested across multiple math-related datasets. The categories are placed on the horizontal axis and include MATH500, AIME 24, AMC, Minerva Math, OlympiadBench, and Average. The value axis, labeled ""Accuracy (%)"", is vertical, using a linear scale ranging from 10 to 90, with tick marks at intervals of 10 percent. Each category features grouped bars representing different models: Qwen2.5-Math-7B, Prime-Zero-7B, OpenReasoner-Zero-7B, Naive GRPO, LUFFY-Zero-7B, Oat-Zero-7B, and TAPO-Zero-7B (Ours), differentiated by distinct colors such as white, pink, light yellow, light brown, light purple, light gold, and light blue, respectively. For MATH500, values range from approximately 50.8 for LUFFY-Zero-7B to 83.4 for TAPO-Zero-7B. In AIME 24, values vary from about 13.3 for LUFFY-Zero-7B to 33.3 for TAPO-Zero-7B. AMC shows a range from around 42.5 for LUFFY-Zero-7B to 77.5 for TAPO-Zero-7B. Minerva Math values fall between approximately 12.1 for LUFFY-Zero-7B and 38.2 for TAPO-Zero-7B. OlympiadBench results range from about 17.2 for LUFFY-Zero-7B to 46.2 for TAPO-Zero-7B. The Average bars display from approximately 27.2 for LUFFY-Zero-7B to 55.8 for TAPO-Zero-7B. No specific sorting or emphasis on bars is indicated, and each group is clearly labeled and consistently colored per the legend."
059_2505.15692v2_Thought-Augmented Policy Optimization Bridging External Guidance and   Internal Capabilities.pdf,059_2505.15692v2_Figure4.png,Results on three out-of-distribution benchmark datasets (Qwen2.5-Math-7B-Base).,Bar Chart,"The bar chart illustrates the accuracy percentages of three different methods across four categories, including an average measure. The horizontal axis contains the categories labeled as ""ARC-C,"" ""GPQA-Diamon,"" ""MMLU-Pro,"" and ""Average,"" and is categorized in this specific order. The vertical axis represents ""Accuracy (%)"" with a linear scale ranging from 10 to 90, with tick intervals of 10%. Each category has three bars representing ""CoT,"" ""GRPO,"" and ""TAPO (Ours),"" colored in light brown, light green, and light blue, respectively. In ""ARC-C,"" the ""CoT"" bar is approximately 47.9%, ""GRPO"" is about 75.6%, and ""TAPO (Ours)"" is around 81.6%. In ""GPQA-Diamon,"" the values are approximately 15.2% for ""CoT,"" 31.3% for ""GRPO,"" and 37.9% for ""TAPO (Ours)."" In ""MMLU-Pro,"" ""CoT"" has an accuracy of about 19.2%, ""GRPO"" is approximately 42.1%, and ""TAPO (Ours)"" is about 49.5%. For the ""Average"" category, the respective values are roughly 27.4% for ""CoT,"" 49.6% for ""GRPO,"" and 56.6% for ""TAPO (Ours)."" The chart annotates the differences between bars with percentage increases highlighted with arrows. There is no specific sorting of the bars beyond the category order, and there does not appear to be any visual emphasis beyond the annotations."
059_2505.15692v2_Thought-Augmented Policy Optimization Bridging External Guidance and   Internal Capabilities.pdf,059_2505.15692v2_Figure5.png,: Qwen2.5-Math-7B-Base,Line Plot,"The plot illustrates training rewards over time for two different methods, labeled as GRPO and TAPO. The x-axis is labeled ""Steps,"" featuring a linear scale with a value range from 0 to 500, with tick marks at intervals of 100 steps. The y-axis is labeled ""Training Rewards,"" also using a linear scale, ranging from 0.4 to 0.8, with tick marks at intervals of 0.1. The line representing GRPO is depicted in purple, with a solid line style and no specific marker shape. This line begins around 0.45 at 0 steps and increases with some variability to approximately 0.65 at the end of the axis, featuring several fluctuations throughout. The TAPO line is shown in green, also solid with no markers, starting close to 0.4 at the initial point and rising to about 0.7 at 500 steps. The TAPO line demonstrates notable variability, including peaks and troughs throughout the measured range."
059_2505.15692v2_Thought-Augmented Policy Optimization Bridging External Guidance and   Internal Capabilities.pdf,059_2505.15692v2_Figure6.png,: Training Reward Curve on Qwen2.5-Math-7B-Base and Llama-3.2-3B-Base.,Line Plot,"The plot illustrates training rewards across different steps for two algorithms. The x-axis is labeled ""Steps,"" with a linear scale ranging from 0 to 200 in increments of 25. The y-axis is labeled ""Training Rewards,"" with a linear scale ranging from 0.0 to 0.5 in increments of 0.1. The first line, representing ""GRPO,"" is colored purple with a solid line style and no distinct markers. It starts at a training reward of approximately 0.02 at 0 steps and follows an upward trend, peaking near 0.3 around the 100-step mark, before declining to near 0.0 by 200 steps. The second line, representing ""TAPO,"" is colored green, also with a solid line style and no distinct markers. It starts at a training reward of around 0.05 at 0 steps, shows an increase with fluctuations, reaching above 0.4 around 100 steps, and then remains relatively steady, ending just above 0.3 at 200 steps."
059_2505.15692v2_Thought-Augmented Policy Optimization Bridging External Guidance and   Internal Capabilities.pdf,059_2505.15692v2_Figure7.png,: Training Reward Curve,Line Plot,"The plot illustrates the relationship between training rewards and steps for different absolute values of |g|. The x-axis represents ""Steps,"" with a linear scale ranging from 0 to 150, using a tick label interval of 20 steps. The y-axis denotes ""Training Rewards,"" also on a linear scale, ranging from 0.0 to 0.8, with tick intervals of 0.1. There are four lines in the plot: the red line with solid style and no markers represents |g|=1, starting around 0.3 at step 0 and ending around 0.5 at step 150, showing a general increase with slight fluctuations. The blue line with solid style and no markers corresponds to |g|=2, beginning near 0.4 and ending above 0.6, also with a rising trend interspersed with small peaks. The green line, depicting |g|=4, starts near 0.4 at step 0, peaks around 0.7, and concludes close to 0.6 at step 150. The line is solid with no markers, showing fluctuations but overall positive growth. Finally, the magenta line for |g|=8 begins around 0.3, peaks around 0.5, and finishes slightly above 0.6, characterized by a solid style with no markers and moderate variation. Each line is accompanied by shaded regions indicating variability around the central trend."
060_2505.00358v1_R&B Domain Regrouping and Data Mixture Balancing for Efficient   Foundation Model Training.pdf,060_2505.00358v1_Figure2.png,"Instead of using pre-determined domains (e.g., by task type), we find that it is often better to first repartition the data into finer-grained, semantically related domains. Optimizing the proportions of these new semantic domains can significantly improve training performance.",Line Plot,"This plot illustrates how evaluation loss varies with the number of clusters. The x-axis is labeled ""Number of Clusters,"" is linear, and spans from 0 to 30 with tick marks at intervals of 5. The y-axis is labeled ""Evaluation Loss,"" is also linear, and ranges from 2.775 to 2.805 with tick marks at intervals of 0.005. There are two lines shown in the plot. The first line is a blue solid line with a blue shaded region around it, indicating variability or error. It features a significant decrease from about 2.803 at 0 clusters to approximately 2.775 at 6 clusters, marked by a green star, representing a local minimum. Following this, there is an increase to around 2.795 at 30 clusters, with fluctuations throughout. The second line is a red dashed line aligned horizontally at approximately 2.802, with a light red shaded area, indicating a constant reference level across all cluster numbers."
060_2505.00358v1_R&B Domain Regrouping and Data Mixture Balancing for Efficient   Foundation Model Training.pdf,060_2505.00358v1_Figure4.png,"Top Row: Across various data settings, we find that there is a “sweet spot” in the number of domains used for data mixing, indicated by the green star. The optimal number of groups varies significantly with the dataset, which motivates the need for compute-efficient data mixing. Bottom Row: We find that silhouette score often correlates with model performance, suggesting that it is possible to predict data mixing performance based on clustering metrics.",Line Plot,"The plot illustrates the relationship between the number of clusters and evaluation loss as part of a test labeled ""Super-NatInst Test."" The x-axis is labeled ""Number of Clusters,"" with a linear scale ranging from 0 to 200. The x-axis has tick labels at intervals of 50 units. The y-axis is labeled ""Evaluation Loss,"" also using a linear scale, with a range from 2.87 to 2.93 and tick labels spaced at intervals of 0.01. There is a blue line with no markers and a solid line style, starting at approximately 2.933 at zero clusters and showing a generally decreasing trend, with fluctuations. Notable points include a decrease to approximately 2.885 at around 100 clusters, followed by minor increases and decreases, ending near 2.876 at 150 clusters and rising slightly at 200 clusters. A dashed red horizontal line is present at the evaluation loss level of around 2.88. A vertical dashed gray line is indicated at 100 clusters. Additionally, a green star marker is located at approximately 150 clusters and 2.876 evaluation loss."
060_2505.00358v1_R&B Domain Regrouping and Data Mixture Balancing for Efficient   Foundation Model Training.pdf,060_2505.00358v1_Figure5.png,"Top Row: Across various data settings, we find that there is a “sweet spot” in the number of domains used for data mixing, indicated by the green star. The optimal number of groups varies significantly with the dataset, which motivates the need for compute-efficient data mixing. Bottom Row: We find that silhouette score often correlates with model performance, suggesting that it is possible to predict data mixing performance based on clustering metrics.",Line Plot,"The line plot illustrates the relationship between the number of clusters and evaluation loss in a dataset. The x-axis, labeled ""Number of Clusters,"" uses a linear scale ranging from 0 to 100 with intervals marked every 20 units. The y-axis, labeled ""Evaluation Loss,"" also utilizes a linear scale with values ranging from 2.46 to 2.58, with tick marks at every 0.02 units. The plot features two lines: a dashed red line and a solid blue line with a star marker at one point. The dashed red line is constant across the x-axis at an evaluation loss of approximately 2.58. The solid blue line begins at around (10, 2.47), decreases to a minimum at approximately (25, 2.46) with a green star marker, then steadily increases to end at about (100, 2.58). Notable points include a relatively steady increase in loss after the minimum is reached. A vertical dashed gray line is present at the x-value of 40 but is not connected to any line."
060_2505.00358v1_R&B Domain Regrouping and Data Mixture Balancing for Efficient   Foundation Model Training.pdf,060_2505.00358v1_Figure6.png,"Top Row: Across various data settings, we find that there is a “sweet spot” in the number of domains used for data mixing, indicated by the green star. The optimal number of groups varies significantly with the dataset, which motivates the need for compute-efficient data mixing. Bottom Row: We find that silhouette score often correlates with model performance, suggesting that it is possible to predict data mixing performance based on clustering metrics.",Line Plot,"This plot illustrates the relationship between the number of clusters and the evaluation loss for a dataset labeled as S1-59k. The x-axis is labeled ""Number of Clusters"" and uses a linear scale, ranging from 0 to 100 with tick marks at intervals of 20. The y-axis is labeled ""Evaluation Loss"" and also uses a linear scale, ranging from 0.745 to 0.752 with tick marks every 0.001. The plot includes three distinct lines: a solid red dashed line at a constant y-value of approximately 0.752, a solid black vertical line at x-value 60, and a solid blue line with no markers, shaded for variance. The blue line begins near 0.745 at x=10, shows slight variations with a peak just above 0.746 around x=40, drops below 0.746 around x=50, and stabilizes near 0.745 with a green star marker at x=80."
060_2505.00358v1_R&B Domain Regrouping and Data Mixture Balancing for Efficient   Foundation Model Training.pdf,060_2505.00358v1_Figure11.png,"Left: Regrouping skills before applying data mixing strategies can yield substantial improvements. Underlined values indicate where regrouping beats the original grouping for that method and dataset. Highlighted values (with brown background) indicate the best overall performance for each dataset. Note that we do not apply Balance to the original categorization of Sup-NatInst test, as we assume that training data and validation data are bucketed into the same $m$ groups. Right: Loss curve on the Sup-NatInst dataset.",Line Plot,"The plot illustrates the evaluation loss as a function of the number of steps, comparing five different methods. The x-axis is labeled ""Number of Steps,"" using a linear scale ranging from 0 to 2000 with tick marks at intervals of 200. The y-axis is labeled ""Evaluation Loss,"" also using a linear scale, with a value range from 2.4 to 3.4 and tick marks at intervals of 0.2. There are five lines, each representing a different method. The blue line with circle markers and a dashed style, labeled ""static,"" starts at a y-value of approximately 3.4 at 0 steps and declines to about 2.8 at 2000 steps. The orange line with no markers and a solid style, labeled ""r&b,"" begins around 3.4 at the start and decreases steadily to approximately 2.5 by 2000 steps. The green line with no markers and a solid style, labeled ""aioli,"" also starts near 3.4 and reduces to about 2.8, with a notable drop around 1000 steps before leveling off slightly. The brown line, labeled ""skillit,"" with no markers and a solid style, begins at about 3.4 and decreases rapidly to around 2.7 at 1000 steps, after which it remains relatively stable. Finally, the cyan line with no markers and a solid style, labeled ""dga,"" initially at 3.4, drops to around 2.8 by the 2000 steps mark."
060_2505.00358v1_R&B Domain Regrouping and Data Mixture Balancing for Efficient   Foundation Model Training.pdf,060_2505.00358v1_Figure12.png,"Left: Training loss curves for Dolly-15k trained for 40,000 steps with different data mixing methods using the original category partitioning. Right: Average test loss on Dolly-15k after 40,000 training steps using original category partitioning. Highlighted values (with brown background) indicate the best overall performance.",Line Plot,"The plot illustrates the evaluation loss over a series of training steps for different methodologies labeled as static, dga, r&b, aioli, and skillit. The x-axis is labeled ""Training Steps"" with a linear scale ranging from 0 to 40k, marked at intervals of 4k steps. The y-axis is labeled ""Evaluation Loss"" and also uses a linear scale, with values ranging from 2.750 to 2.770 in increments of 0.005. The blue line with a solid style represents the ""static"" method, starting at an evaluation loss of approximately 2.765 and ending around 2.755, showing small fluctuations. The orange line with a solid style represents ""dga,"" beginning near 2.770 and descending markedly to around 2.755, becoming steady with minor variations. The green line with a solid style represents ""r&b,"" starting at about 2.765, decreasing to around 2.750, and then remaining relatively stable. The brown line with a solid style represents ""aioli,"" beginning at approximately 2.770 and dropping sharply to near 2.755 by 12k steps, after which it stabilizes. The purple line with a solid style represents ""skillit,"" beginning at about 2.765, decreasing slightly to around 2.755, then remaining relatively constant with minor fluctuations."
063_2505.12183v1_Decoding the Mind of Large Language Models A Quantitative Evaluation of   Ideology and Biases.pdf,063_2505.12183v1_Figure4.png,Distribution of Questions by Bias (Splitted 103 Questions).,Bar Chart,"The bar chart titled ""Distribution of Splitted Questions per Bias Groups"" illustrates the distribution of questions across bias groups for two models, ChatGPT 4o mini and Gemini 1.5 flash. The horizontal axis represents different language categories labeled as Jap., Eng., Spa., and Fre. for both models. The vertical axis represents the distribution proportion with no specific numerical label or units provided, and no tick mark intervals are visible. Each language category includes a stacked bar composed of segments representing different bias classifications: ""Strong 'Yes'"" in orange, ""'Yes'"" in blue, ""Neutral, Originally 'No'"" in brown, ""Neutral, Originally 'Yes'"" in green, ""'No'"" in sky blue, and ""Strong 'No'"" in dark green. The chart visually arranges these segments vertically within each bar. The color scheme is consistent for each category across both models, with no specific sorting of bars or additional emphasis on any individual segment."
065_2505.20650v1_FinTagging An LLM-ready Benchmark for Extracting and Structuring   Financial Information.pdf,065_2505.20650v1_Figure2.png,The statistic of numerical entity type.,Bar Chart,"The bar chart illustrates the distribution of different item types based on their count and occurrence rate percentage. The horizontal axis contains the categories labeled as different item types, including monetaryItemType, percentItemType, sharesItemType, perShareItemType, integerItemType, decimalItemType, pureItemType, energyItemType, volumeItemType, areaItemType, and massItemType, arranged alphabetically. The left vertical axis is labeled ""Count"" with a linear scale ranging from 0 to 50000, with tick intervals of 10000. The right vertical axis is labeled ""Occurrence Rate (%)"" with a linear scale from 0 to 100 with tick intervals of 20. Each category is represented by two bars: a blue bar for ""Count"" and a red bar for ""Occurrence Rate (%)"". The monetaryItemType and percentItemType categories have the tallest bars, both reaching approximately 50000 for the count and 100% for the occurrence rate. Categories such as energyItemType, volumeItemType, and massItemType have shorter bars for both metrics, with the massItemType showing the shortest bars. The bars are consistent in color for their respective metrics, with no bars visually emphasized or annotated."
069_2505.22613v1_RICO Improving Accuracy and Completeness in Image Recaptioning via   Visual Reconstruction.pdf,069_2505.22613v1_Figure3.png,Performance of the pipeline under different numbers of refinement iterations.,Line Plot,"The plot illustrates model performance across different iteration steps with respect to accuracy metrics. The x-axis is labeled ""Iteration Steps"" and follows a linear scale, ranging from 0 to 5, with tick labels at intervals of 1. The y-axis is labeled ""Accuracy (%)"" and also follows a linear scale, with a range from 30 to 70 and tick labels at intervals of 10. There are four lines depicted in the plot. The blue line represents overall accuracy, is marked with circles, and is solid. It starts at approximately 40% at iteration step 0 and increases to about 55% at iteration step 5. The orange line represents color accuracy, is marked with squares, and is dashed. It begins at around 50% at iteration step 0, rising to about 65% at iteration step 1, and gradually stabilizes around 68% by iteration step 5. The green line, indicating relative position accuracy, is marked with triangles and is dashed. It starts at roughly 40% at iteration step 0 and rises to about 55% by iteration step 5. Lastly, the red line for shape accuracy, marked with crosses and dashed, starts at about 30% at iteration step 0 and increases to approximately 50% at iteration step 5."
070_2505.16984v1_UFT Unifying Supervised and Reinforcement Fine-Tuning.pdf,070_2505.16984v1_Figure1.png,"(top left, top right, middle, bottom). The illustration of SFT, RFT, SFT-RFT, and UFT, respectively. SFT-RFT refers to applying RFT after an initial SFT stage <cit.>. (Top, center). shows the annotation usage of different algorithms over training. Curves are slightly shifted for better visibility.",Line Plot,"The plot illustrates the annotation usage of different algorithms over a series of steps. The x-axis is labeled ""Steps"" and uses a linear scale, ranging from 0 to 500, with tick marks at intervals of 50 units. The y-axis is labeled ""Annotation Usage,"" also employing a linear scale, ranging from 0 to 1, with tick marks at intervals of 0.1 units. There are four lines on the plot. The first line, representing SFT, is shown in green with diamond markers and a solid line style, and it remains consistent at a y-value of 1 across all steps. The second line, representing RFT, is illustrated in orange with circle markers and a solid line style, staying constant at a y-value of 0 across the x-axis. The third line, representing SFT-RFT, is in blue with triangle markers and a solid line, starting at a y-value of 1 at step 0 and dropping sharply to 0 at step 300, remaining at 0 thereafter. The fourth line, representing UFT, is colored purple with square markers and a solid line style, beginning at a y-value of 1 at step 0 and steadily decreasing to reach 0 by step 300, where it remains constant."
070_2505.16984v1_UFT Unifying Supervised and Reinforcement Fine-Tuning.pdf,070_2505.16984v1_Figure4.png,"(left). An illustration of the UFT prompt. We adopt the prompting template from TinyZero <cit.>, which is similar to that used in Deepseek-R1 <cit.>. The hint consists of a slice of the full solution. During training, the question prompt and the hint are concatenated and fed to the model. (right). An illustration of the training curve of Qwen2.5-0.5B. Stage and UFT keep zero hint since step 300.",Line Plot,"This plot illustrates the ""Average Score on Training Batch"" for Qwen2.5-0.5B across different training steps. The x-axis represents ""Steps"", using a linear scale ranging from 0 to 500, with tick marks at intervals of 100. The y-axis is labeled ""Average Score"", also on a linear scale, ranging from 0.0 to 1.0, with tick marks at intervals of 0.2. There are two lines on the plot. The first line, labeled ""UFT"", is displayed in purple with no markers and a solid line style. It begins at an average score of approximately 0.3 at 0 steps, rises to about 0.9 around 50 steps, and then fluctuates with minor declines, finishing around 0.6 at 500 steps. The second line, labeled ""Stage"", is colored teal, has no markers, and is also solid. It starts at 0.0 at 0 steps, sharply increases to near 1.0 by around 25 steps, then exhibits fluctuations including noticeable drops and rises, and ends close to 0.5 at 500 steps."
070_2505.16984v1_UFT Unifying Supervised and Reinforcement Fine-Tuning.pdf,070_2505.16984v1_Figure5.png,Qwen2.5-0.5B's cumulative average success rate for exploring the correct answer at each step when trained on Logic.,Line Plot,"The plot illustrates the cumulative average exploration success rate on logic over a series of steps. The x-axis is labeled ""Steps"" with a linear scale ranging from 0 to 500, marked at regular intervals of 100 steps. The y-axis is labeled ""Success Rate"" and also follows a linear scale from 0.0 to 1.0, marked at intervals of 0.2. Four lines are present on the plot: an orange line with circle markers labeled ""RFT"" that starts at a success rate of approximately 0.03 and remains nearly constant across the x-axis; a blue line with triangle markers labeled ""UFT"" consistently at a success rate near 1.0; a purple line with star markers labeled ""SFT-RFT"" also maintains a success rate near 1.0 throughout; and a red line with star markers labeled ""R³,"" which begins at a lower success rate around 0.55, dips to approximately 0.3, and then steadily increases to approach 1.0 by the end of the x-axis range."
072_2505.19700v1_Leveraging Importance Sampling to Detach Alignment Modules from Large   Language Models.pdf,072_2505.19700v1_Figure2.png,: Llama3 RAM,Line Plot,"The line plot illustrates the relationship between model size and two metrics, Helpfulness and Harmlessness. The x-axis is labeled ""Model Size"" with a nominal scale showing the categories: 1B, 3B, and 8B. The y-axis is labeled ""LC/%"" and uses a linear scale, ranging from 55 to 73, with tick marks at intervals of 2. The Helpfulness metric is represented by a blue line with no marker shape and a solid line style. It starts around 59% at 1B, increasing to just above 60% at 3B, and reaches approximately 62% at 8B. The Harmlessness metric is shown by a red line, also lacking markers and using a solid line style. It begins at nearly 66% at 1B, rises to about 67% at 3B, and ends near 69% at 8B. Both lines display upward trends across increasing model sizes."
072_2505.19700v1_Leveraging Importance Sampling to Detach Alignment Modules from Large   Language Models.pdf,072_2505.19700v1_Figure3.png,: Qwen2.5 RAM,Line Plot,"The line plot illustrates the relationship between model size and LC percentage, depicting two metrics: helpfulness and harmlessness. The x-axis is labeled ""Model Size"" and uses a linear scale, displaying values at intervals of 0.5B, 1.5B, 3B, and 7B, without specific units. The y-axis is labeled ""LC/%"" and features a linear scale ranging from 55 to 73, with tick labels every two units. The plot contains two lines. The blue line, representing helpfulness, has no markers and is solid in style. It starts approximately at 59% for a model size of 0.5B and increases to around 69% at 7B, showing a consistent upward trend. The red line, indicating harmlessness, is also solid without markers, beginning near 65% at 0.5B and rising steadily to about 71% at 7B. Each data point includes an error bar, indicating variability in measurements."
072_2505.19700v1_Leveraging Importance Sampling to Detach Alignment Modules from Large   Language Models.pdf,072_2505.19700v1_Figure4.png,: Llama3 RAM,Line Plot,"The plot illustrates the relationship between the parameter ""alpha"" and the percentage of LC for two different metrics: Helpfulness and Harmlessness. The x-axis is labeled ""alpha,"" uses a linear scale, and includes values ranging from 0.00001 to 0.1 with a specified tick label interval at 0.00001, 0.0001, 0.001, 0.01, and 0.1. The y-axis is labeled ""LC/%,"" also on a linear scale, with values from 55 to 73 and tick marks at intervals of 2 units. The blue line represents Helpfulness, utilizing circular markers with a solid line style. It starts at approximately 57% at alpha 0.00001, shows a slight decrease, reaching a minimum below 57% at alpha 0.01, and ends at about 59% at alpha 0.1. The red line signifies Harmlessness, marked by square markers and a solid line. It begins at roughly 65% at alpha 0.00001, peaks near 68% at alpha 0.001, then decreases to about 64% at alpha 0.01 before rising again to approximately 66% at alpha 0.1."
072_2505.19700v1_Leveraging Importance Sampling to Detach Alignment Modules from Large   Language Models.pdf,072_2505.19700v1_Figure5.png,: Qwen2.5 RAM,Line Plot,"The plot illustrates the relationship between a parameter labeled ""alpha"" and LC percentage for two metrics: Helpfulness and Harmlessness. The x-axis is labeled ""alpha"" and uses a logarithmic scale, with values ranging from 0.00001 to 0.1. The tick labels are positioned at intervals of 0.00001, 0.0001, 0.001, 0.01, and 0.1. The y-axis is labeled ""LC/%"" and uses a linear scale with a range from 55 to 73, with major tick marks at intervals of 2. The ""Helpfulness"" metric is represented by a blue line with a solid style and circular markers. It starts at approximately 61 at an alpha of 0.00001, increases to around 62 at 0.0001, experiences a slight dip to about 61.5 at 0.001, then rises gradually to end at about 61.5 at 0.1. The ""Harmlessness"" metric is shown with a red line, also solid, but with square markers. This line begins at approximately 67 at 0.00001, rises to around 69 at 0.0001, drops to about 66.5 at 0.001, increases again to roughly 67.5 at 0.01, and finishes at around 67 at 0.1. Error bars are present for both lines at each data point."
074_2505.12716v2_Shadow-FT Tuning Instruct via Base.pdf,074_2505.12716v2_Figure3.png,": The average of Math-7, Code-3, and Reasoning-9 for different ranks when tuning Llama-3.2-1B using LoRA. We report the best performance searching learning rates in {5e-5, 1e-4, 2e-4, 5e-4}.",Line Plot,"The plot illustrates the comparison of two different methods, Shadow-FT and FT, based on their scores relative to rank. The x-axis is labeled ""Rank,"" with a linear scale ranging from 4 to 512 and tick marks at intervals of 4, 8, 16, 32, 64, 128, 256, and 512 with no units specified. The y-axis is labeled ""Score,"" also using a linear scale, ranging from 28 to 32 with tick marks at intervals of 1 unit. The plot features two lines: the ""Shadow-FT"" line is represented with a blue color, circular markers, and a solid line style. It begins at a score of 30.26 at rank 4, remains relatively steady around 30.15 at rank 32, and then shows a clear upward trend, reaching a score of 32.03 at rank 512. The ""FT"" line is illustrated in orange with square markers and a dashed line style. It starts at a score of 30.11 at rank 4, slightly declines to 29.99 at rank 8, and continues to decrease steadily, ending at a score of 28.47 at rank 512."
074_2505.12716v2_Shadow-FT Tuning Instruct via Base.pdf,074_2505.12716v2_Figure5.png,Average $\sigma$ values of more LLMs.,Bar Chart,"The bar chart illustrates the average sigma values for various models, highlighting their comparative performance. The horizontal axis represents the categories labeled 'Models,' featuring different model names in the order: Qwen3-0.6B, Qwen-3-4B, Qwen-3-8B, Qwen-3-14B, Qwen-2.5-32B, Llama-3.1-8B, Yi-Coder-1.5B, Yi-6B, and Yi-Coder-9B. The vertical axis, labeled 'Average sigma,' employs a linear scale ranging from 0.00 to 0.10 with tick intervals of 0.02. Each bar is colored distinctly: Qwen3-0.6B in dark blue with a value of 0.042, Qwen-3-4B in light blue at 0.033, Qwen-3-8B in orange at 0.027, Qwen-3-14B in peach at 0.027, Qwen-2.5-32B in green at 0.004, Llama-3.1-8B in light green at 0.018, Yi-Coder-1.5B in red at 0.012, Yi-6B in light red at 0.003, and Yi-Coder-9B in purple at 0.009. The bars are not sorted in ascending or descending order and do not appear to be visually emphasized beyond color differentiation."
074_2505.12716v2_Shadow-FT Tuning Instruct via Base.pdf,074_2505.12716v2_Figure6.png,Performance tuning Llama-3.1-8B with different ranks.,Line Plot,"The plot illustrates the relationship between 'Rank' on the x-axis and 'Score' on the y-axis for two different methods labeled as Shadow-FT and FT. The x-axis, labeled as ""Rank,"" uses a linear scale, with values ranging from 4 to 512 and tick label intervals at specific points: 4, 8, 16, 32, 64, 128, 256, and 512. The y-axis is labeled ""Score,"" also on a linear scale, with values ranging from 68.2 to 74.2 and major tick marks at intervals of 0.2. The blue solid line with circular markers represents the Shadow-FT method. It starts at 71.34 for a rank of 4, reaches a peak of 72.66 at a rank of 64, and ends at 72.01 at a rank of 512, showing fluctuations along the way. The orange dashed line with square markers represents the FT method, beginning at 70.68 for a rank of 4, declining to 69.03 at a rank of 256, and slightly further to 68.91 at a rank of 512 with minor fluctuations in between."
076_2505.18149v1_First Finish Search Efficient Test-Time Scaling in Large Language   Models.pdf,076_2505.18149v1_Figure5.png,Accuracy versus total token budget for three test-time scaling methods averaged over R1-Distill-Qwen and QwQ-32B on AIME24 and AIME25-I. FFS attains higher accuracy at lower budgets; MV improves more slowly and consumes more tokens; BF plateaus near the 32K token limit.,Line Plot,"The plot illustrates the relationship between accuracy and compute budget for various TTS methods. The x-axis is labeled ""Total Token Budget,"" with a logarithmic scale ranging from 10^3 to 10^5, with tick labels at 10^3, 10^4, and 10^5. The y-axis represents ""Accuracy,"" using a linear scale from 0.3 to 0.75, with tick labels at intervals of 0.05. The ""Budget Forcing"" method is depicted by a blue solid line with circular markers, beginning at a value of approximately 0.3 at 10^3, rising steeply to nearly 0.6 by 10^4, and showing a slight increase to about 0.7 by 10^5. The ""Majority Voting"" method is shown with an orange dashed line and square markers, starting slightly below 0.6 at 10^4 and gradually increasing to approximately 0.7 at 10^5. The ""First Finish Search"" method is illustrated with a green dashed line and triangular markers, starting just above 0.6 at 10^4, slightly rising to near 0.7 at 10^5, showing a consistent and minor upward trend throughout."
080_2505.23564v1_Segment Policy Optimization Effective Segment-Level Credit Assignment   in RL for Large Language Mod.pdf,080_2505.23564v1_Figure1.png,: Train Accuracy.,Line Plot,"The plot illustrates the training accuracy over iterations for a model labeled GRPO on the GSM8K dataset. The x-axis is labeled ""Iteration"" with a linear scale ranging from 0 to 1000, with tick marks at intervals of 200. The y-axis is labeled ""Train Accuracy (%)"" and also uses a linear scale, ranging from 50 to 100, with tick marks at 10% intervals. The plot features a single blue line with no markers and a solid line style. Starting around 50% at iteration 0, the accuracy shows an upward trend with fluctuations, reaching approximately 90% by iteration 1000. The graph displays several peaks and troughs throughout, indicating variability in accuracy, but maintains an overall increasing trend from start to finish."
